API Number,Operator,Month,Day,Year,Well_Name,Field_Name,County,Shale_Formation/Member,Depth,Depth_Range_(feet),Second_Depth_Interval_(feet),Third_Depth_Interval_(feet),Initial_Potential_(MCFD),Water_(BWPD),ISIP,SITP/SICP,FTP/FCP,IP OIL/COND,API gravity,GOR,Comments,Lateral Length (ft),PI Newsletter Date,Latitude,Longitude
35-049-25051,Newfield Exploration,8,31,2015,3H-7X Williams,Foster,Garvin,Woodford,12572,12572,,,1948,1330,,,,2060,45,946,"OIL WELL; HORIZONTAL well; lateral 13,012-23,201 ft; IPF OIL 2,060 BPD; GOR 946; OIL GTY 45.1 API DEG",10189,10/23/2015,34.638545,-97.555221
35-051-23955,Newfield Exploration,8,31,2015,1H-12 Billy,Knox,Grady,Springer,13099,13099,,,1500,490,,4050,2167,2397,45,626,"LOWER SPRINGER SHALE INTERPRETED AS GODDARD SHALE; OIL WELL; HORIZONTAL well; lateral 13,732-18,630 FT; IPF OIL 2,397 BPD; GOR 626; OIL GTY 45.4 API DEG",4898,11/6/2015,34.738559,-97.680453
35-029-21296,BP America Production Company,9,1,2015,4-28H Phillips,Ashland N,Coal,Woodford,8414,8414,,,8049,936,,,1009,,,,"HORIZONTAL well; lateral 8,794-13,769 ft",4975,9/11/2015,34.693714,-96.161313
35-051-23902,Continental Resources,9,1,2015,7-21-16XH May,Tabler SE,Grady,Woodford,12316,12316,,,1930,666,,,,895,49,2156,"OIL WELL; HORIZONTAL well; lateral 12,594-19,733 ft; IPF COND 895 BPD; GOR 2,156; OIL GTY 48.9 API DEG",7139,9/25/2015,34.97961,-97.724617
35-051-23929,Continental Resources,9,1,2015,6-21-16XH May,Tabler SE,Grady,Woodford,12303,12303,,,1045,782,,,,556,43,1879,"OIL WELL; HORIZONTAL well; lateral 12,764-20,160 ft; IPP OIL 556 BPD; GOR 1,879; OIL GTY 43.38 API DEG",7396,9/25/2015,34.977803,-97.729028
35-063-24537,Tilford Pinson Exploration,9,1,2015,1-22H Rambo,Holdenville,Hughes,Woodford,4835,4835,,,1010,3266,,1040,320,,,,"HORIZONTAL well; lateral 5,600-9,802 ft",4202,11/6/2015; 11/20/2015,35.056839,-96.336658
35-063-24527,Petroquest Energy,9,3,2015,2-19H Leslie,Horntown SE,Hughes,Woodford,5494,5494,,,1333,879,,,220,,,,"HORIZONTAL well; lateral 5,867-10,739 ft; gross depth range",4872,4/8/2016,35.075033,-96.186825
35-063-24529,Petroquest Energy,9,5,2015,4-19H Leslie,Horntown SE,Hughes,Woodford,5434,5434,,,1939,1339,,,260,,,,"HORIZONTAL well; lateral 5,636-10,451 ft; gross depth range",4815,4/8/2016,35.075033,-96.186825
35-051-23923,Vitruvian II Woodford,9,6,2015,6-17X8H Johnson Rogers,Golden Trend,Grady,Woodford,14583,14583,,,6429,2324,,,,390,56,16485,"HORIZONTAL well; lateral 15,444-22,093 ft; IPF COND 390 BPD; GOR 16,485; OIL GTY 56.17 API DEG",6649,10/16/2015,34.811123,-97.746388
35-051-23851,Continental Resources,9,6,2015,1-33H Jantz Family,Watonga-Chickasha Trend,Grady,Springer,12624,12624,,,1650,650,,,2175,905,47,1823,"LOWER SPRINGER SHALE INTERPRETED AS GODDARD SHALE; OIL WELL; HORIZONTAL well; lateral 13,037-17,414 ft; IPF OIL 905 BPD; GOR 1,823; OIL GTY 47.19 API DEG",4377,10/23/2015; 10/30/2015,35.030513,-97.830304
35-125-23887,Silver Creek Oil & Gas,9,6,2015,21-3H Yale,Maud,Pottawatomie,Woodford,4047,4047,,,225,515,,,,60,41,3750,"OIL WELL; HORIZONTAL well; lateral 4,375-8,491 ft; IPG OIL 60 BPD; GOR 3,750; OIL GTY 41 API DEG",4116,12/11/2015,35.143816,-96.789843
35-051-23913,Continental Resources,9,9,2015,1-34H Walters West,Watonga-Chickasha Trend,Grady,Springer,12570,12570,,,1838,553,,,2500,1237,45,1486,"LOWER SPRINGER SHALE INTERPRETED AS GODDARD SHALE; OIL WELL; HORIZONTAL well; lateral 12,905-17,574 ft; IPF OIL 1,237 BPD; GOR 1,486; OIL GTY 45.37 API DEG",4669,10/23/2015; 10/30/2015,35.028577,-97.830357
35-011-23511,Continental Resources,9,10,2015,1-21H Hook,Elm Grove,Blaine,Woodford,15411,15411,,,8281,1721,,,2200,,,,"HORIZONTAL well; lateral 15,464-20,318 ft",4854,10/23/2015; 11/20/2015,35.594117,-98.595692
35-083-24371,Devon Energy,9,11,2015,4WH A. Crossfield 21-19N-3W,Elk Horn S,Logan,Woodford,5860,5860,,,178,671,,,,222,,802,"OIL WELL; HORIZONTAL well; lateral 6,373-11,262 ft; IPP OIL 222 BPD; GOR 802",4889,10/2/2015; 10/28/2015,36.115096,-97.527368
35-017-24746,Cimarex Energy,9,12,2015,10-34H Phillips,Watonga-Chickasha Trend,Canadian,Woodford,12504,12504,,,1017,2143,,,,,64,,"HORIZONTAL well; lateral 12,620-17,311 ft; IPF OIL UO; OIL GTY 64 API DEG",4691,11/27/2015,35.639277,-98.243658
35-051-23920,Continental Resources,9,13,2015,1-4H SS Standridge,Middleburg SW,Grady,Springer,12812,12812,,,1785,647,,,,810,54,2204,"LOWER SPRINGER SHALE INTERPRETED AS GODDARD SHALE; OIL WELL; HORIZONTAL well; lateral 13,413-18,392 ft; IPF COND 810 BPD; GOR 2,204; OIL GTY 54 API DEG",4979,10/9/2015,35.015928,-97.832563
35-049-25042,Newfield Exploration,9,13,2015,4H-7X Williams,Foster,Garvin,Woodford,12421,12421,,,1300,834,,,,1530,42,850,"OIL WELL; HORIZONTAL well; lateral 12,786-22,978 ft; IPF OIL 1,530 BPD; GOR 850; OIL GTY 42.5 API DEG",10192,10/23/2015,34.638545,-97.555221
35-049-25046,Merit Energy,9,13,2015,P-19A Bradley 'A' SE Unit,Golden Trend,Garvin,Springer,8897,8906-8928,,,,45,,,,,,,LOWER SPRINGER SHALE INTERPRETED AS GODDARD SHALE; OIL WELL; VERTICAL WELL; GROSS DEPTH RANGE,,11/20/2015,34.829243,-97.656563
35-063-24530,Petroquest Energy,9,13,2015,5-19H Leslie,Horntown SE,Hughes,Woodford,5457,5457,,,1411,366,,,180,,,,"HORIZONTAL well; lateral 5,876-10,739 ft; gross depth range",4863,4/8/2016,35.075033,-96.186825
35-051-23916,Vitruvian II Woodford,9,14,2015,7-17X8H Johnson Rogers,Golden Trend,Grady,Woodford,14539,14539,,,6744,2284,,,,527,58,12797,"OIL WELL; HORIZONTAL well; lateral 15,200-21,898 ft; IPF COND 527 BPD; GOR 12,797; OIL GTY 58.19 API DEG",6698,10/9/2015; 3/4/2016,34.811123,-97.741986
35-047-25013,SK Plymouth LLC,9,14,2015,2-19WH HH,Hunter S,Garfield,Woodford,6175,6175,,,524,1466,,,,305,,1718,"OIL WELL; HORIZONTAL well; lateral 6,400-8,002 ft; IPP OIL 305 BPD; GOR 1,718",1602,11/6/2015,36.552965,-97.671423
35-017-24810,Newfield Exploration,9,14,2015,1H-33X Hufnagel,Richland,Canadian,Woodford,9302,9302,,,1272,1415,,,,1075,47,1183,"OIL WELL; HORIZONTAL well; lateral 9,735-19,632 ft; IPP OIL 1,075 BPD; GOR 1,183; OIL GTY 47 API DEG",9897,12/11/2015,35.624869,-97.944679
35-017-24702,Devon Energy,9,15,2015,5H Gordon 35-14N-10W,Watonga-Chickasha Trend,Canadian,Woodford,12411,12411,,,3002,1132,,,,70,,42886,"HORIZONTAL well; lateral 12,795-17,581 ft; IPF OIL 70 BPD; GOR 42,886",4786,10/16/2015,35.639297,-98.232624
35-063-24526,XTO Energy,9,16,2015,1-25H36X1 Brooks,Calvin E,Hughes,Woodford,5818,5818,,,2265,2190,,,487,,,,"HORIZONTAL well; lateral 6,007-12,645 ft",6638,10/30/2015; 5/20/2016,34.956955,-96.208953
35-119-24345,Roberson Oil Company,9,16,2015,3-14WH Mehan,Lost Creek S,Payne,Woodford,4605,4605,,,540,600,,,,344,38,1569,"OIL WELL; HORIZONTAL well; lateral 5,200-9,225 ft; gross depth range; IPP OIL 344 BPD; GOR 1,569; OIL GTY 38 API DEG",4025,10/30/2015,36.028101,-97.063259
35-119-24349,American Energy - Woodford,9,16,2015,2WH Bullet 14-19N-1W,Orlando E,Payne,Woodford,4849,4849,,,273,2119,,,,188,,1452,"OIL WELL; HORIZONTAL well; lateral 5,580-8,872 ft; IPP OIL 188 BPD; GOR 1,452",3292,10/30/2015,36.129509,-97.270399
35-017-24737,Cimarex Energy,9,16,2015,11-34H Phillips,Watonga-Chickasha Trend,Canadian,Woodford,12502,12502,,,1785,1584,,,,22,64,82258,"HORIZONTAL well; lateral 12,607-17,081 ft; IPF COND 21.7 BPD; GOR 82,258; OIL GTY 64 API DEG",4474,11/27/2015,35.639277,-98.243658
35-051-23927,Vitruvian II Woodford,9,17,2015,8-17X8H Johnson Rogers,Golden Trend,Grady,Woodford,14414,14414,,,6778,2559,,,,507,61,13369,"OIL WELL; HORIZONTAL well; lateral 15,167-21,886 ft; IPF COND 507 BPD; GOR 13,369; OIL GTY 61.1 API DEG",6719,10/9/2015; 3/4/2016,34.811123,-97.741986
35-017-24740,Devon Energy,9,17,2015,9H Gordon 35-14N-10W,Watonga-Chickasha Trend,Canadian,Woodford,12314,12314,,,394,71,,,650,9,61,43778,"HORIZONTAL well; lateral 12,631-17,387 ft; IPF COND 9 BPD; GOR 43,778; OIL GTY 61 API DEG",4756,10/16/2015,35.637367,-98.228086
35-017-24703,Devon Energy,9,17,2015,6H Gordon 35-14N-10W,Watonga-Chickasha Trend,Canadian,Woodford,12368,12368,,,3098,1252,,,,73,,42438,"HORIZONTAL well; lateral 12,618-17,351 ft; IPF OIL 73 BPD; GOR 42,438",4733,10/16/2015,35.639297,-98.232624
35-017-24736,Cimarex Energy,9,17,2015,9-34H Phillips,Watonga-Chickasha Trend,Canadian,Woodford,12518,12518,,,947,1559,,,,24,64,40298,"HORIZONTAL well; lateral 12,682-17,185 ft; IPF COND 23.5 BPD; GOR 40,298; OIL GTY 64 API DEG",4503,10/30/2015,35.639277,-98.243658
35-017-24704,Devon Energy,9,18,2015,7H Gordon 35-14N-10W,Watonga-Chickasha Trend,Canadian,Woodford,12353,12353,,,3080,1398,,,,83,,37108,"HORIZONTAL well; lateral 12,689-17,271 ft; IPF OIL 83 BPD; GOR 37,108",4582,10/16/2015,35.639297,-98.232624
35-137-27392,XTO Energy,9,20,2015,1-14H Ritter,Dixie,Stephens,Woodford,14050,14050,,,3739,1202,,,2900,226,55,16544,"HORIZONTAL well; lateral 14,530-19,138 ft; IPF COND 226 BPD; GOR 16,544; OIL GTY 55 API DEG",4608,10/23/2015; 10/30/2015,34.302741,-97.583434
35-017-24700,Devon Energy,9,21,2015,3H Gordon 35-14N-10W,Watonga-Chickasha Trend,Canadian,Woodford,12374,12374,,,2353,804,,,,67,,35119,"HORIZONTAL well; lateral 12,680-17,472 ft; IPF OIL 67 BPD; GOR 35,119",4792,10/23/2015,35.639297,-98.237072
35-119-24348,American Energy - Woodford,9,22,2015,1WH Bullet 14-19N-1W,Orlando E,Payne,Woodford,4871,4871,,,164,2369,,,,127,,1291,"OIL WELL; HORIZONTAL well; lateral 5,530-9,060 ft; IPP OIL 127 BPD; GOR 1,291",3530,10/30/2015,36.129509,-97.270399
35-017-24735,Cimarex Energy,9,22,2015,8-34H Phillips,Watonga-Chickasha Trend,Canadian,Woodford,12510,12510,,,1155,3472,,,,,62,,"HORIZONTAL well; lateral 12,602-17,187 ft; IPF OIL UO; OIL GTY 62 API DEG",4585,11/27/2015,35.639277,-98.248105
35-017-24699,Devon Energy,9,23,2015,2H Gordon 35-14N-10W,Watonga-Chickasha Trend,Canadian,Woodford,12458,12458,,,2581,938,,,,78,,33090,"HORIZONTAL well; lateral 12,858-17,471 ft; IPF OIL 78 BPD; GOR 33,090",4613,10/16/2015,35.639297,-98.237072
35-017-24701,Devon Energy,9,23,2015,4H Gordon 35-14N-10W,Watonga-Chickasha Trend,Canadian,Woodford,12399,12399,,,3006,866,,,,98,,30673,"HORIZONTAL well; lateral 12,826-17,583 ft; IPF OIL 98 BPD; GOR 30,673",4757,10/16/2015,35.639297,-98.237072
35-073-25124,Newfield Exploration,9,27,2015,1H-30X McCarthy,Sooner Trend,Kingfisher,Woodford,8258,8258,,,184,688,,,,339,39,543,"OIL WELL; HORIZONTAL well; lateral 8,600-18,225 ft; IPP OIL 339 BPD; GOR 543; OIL GTY 39 API DEG",9625,12/11/2015,35.728663,-97.870979
35-017-24734,Cimarex Energy,10,1,2015,7-34H Phillips,Watonga-Chickasha Trend,Canadian,Woodford,12509,12509,,,1590,1844,,,,,63,,"HORIZONTAL well; lateral 12,608-17,125 ft; IPF OIL UO; OIL GTY 63 API DEG",4517,11/27/2015,35.639277,-98.248105
35-049-25020,Marathon Oil,10,1,2015,5-18H Smith,Golden Trend,Garvin,Woodford,14819,14819,,,3396,1676,,,,227,,14960,"OIL WELL; HORIZONTAL well; lateral 15,179-19,838 ft; IPF OIL 227 BPD; GOR 14,960",4659,12/18/2015,34.725833,-97.665207
35-069-20173,XTO Energy,10,2,2015,2-21H16X Eddings,Teller SW,Johnston,Woodford,5673,5673,,,224,169,,,135,14,38,16000,"HORIZONTAL well; lateral 7,182-13,720 ft; IPF OIL 14 BPD; GOR 16,000; OIL GTY 38 API DEG",6538,11/27/2015,34.188042,-96.78795
35-017-24715,Devon Energy,10,4,2015,6H R. Gordon 36-14N-10W,Watonga-Chickasha Trend,Canadian,Woodford,12116,12116,,,2248,821,,,,52,,43231,"HORIZONTAL well; lateral 12,533-17,236 ft; IPF OIL 52 BPD; GOR 43,231",4703,11/27/2015,35.639297,-98.214998
35-069-20172,XTO Energy,10,5,2015,3-21H16X Eddings,Teller SW,Johnston,Woodford,5344,5344,,,566,813,,,180,53,38,10679,"OIL WELL; HORIZONTAL well; lateral 7,355-15,299 ft; IPF OIL 53 BPD; GOR 10,679; OIL GTY 38 API DEG",7944,11/27/2015,34.188042,-96.78795
35-017-24727,Cimarex Energy,10,5,2015,12-34H Phillips,Watonga-Chickasha Trend,Canadian,Woodford,12555,12555,,,1288,2478,,,,28,63,45193,"HORIZONTAL well; lateral 12,645-17,299 ft; IPF COND 28.5 BPD; GOR 45,193; OIL GTY 63 API DEG",4654,12/11/2015,35.639277,-98.250329
35-017-24750,Devon Energy,10,6,2015,2H R. Gordon 36-14N-10W,Watonga-Chickasha Trend,Canadian,Woodford,12240,12240,,,2161,794,,,,101,,21396,"HORIZONTAL well; lateral 12,599-17,101 ft; IPF COND 101 BPD; GOR 21,396",4502,10/30/2015,35.639297,-98.22167
