year,month,day,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015,12,31,35.786,-97.5687,6.479,2.6,ml,,103,,1.02,us,us10004alp,2016-03-18T01:13:09.040Z,"16km NNW of Edmond, Oklahoma",earthquake,1.7,5.4,,,reviewed,tul,tul
2015,12,31,37.1308,-97.6583,6.06,2.7,ml,,89,0.084,0.59,us,us10004al6,2016-03-18T01:13:09.040Z,"11km NNW of Caldwell, Kansas",earthquake,2.8,7.3,0.163,23,reviewed,ismp,ismp
2015,12,31,36.6123,-98.8055,6.285,3.2,ml,,127,,0.55,us,us10004akn,2016-03-18T01:13:09.040Z,"24km SSW of Alva, Oklahoma",earthquake,4.1,7.1,,,reviewed,tul,tul
2015,12,31,35.671,-97.4083,5.969,2.5,ml,,52,,0.6,us,us10004aju,2016-03-18T01:13:09.040Z,"6km ENE of Edmond, Oklahoma",earthquake,1.7,5.3,,,reviewed,tul,tul
2015,12,31,36.8328,-97.7676,5.41,3,ml,,51,,0.47,us,us10004ajg,2016-03-18T01:13:09.040Z,"4km NW of Medford, Oklahoma",earthquake,1.6,5.1,,,reviewed,tul,tul
2015,12,31,35.6644,-97.3975,6.18,2.8,ml,,53,,0.45,us,us10004aip,2016-03-18T01:13:09.040Z,"7km E of Edmond, Oklahoma",earthquake,1.6,4.4,,,reviewed,tul,tul
2015,12,30,36.2848,-96.6616,3.902,2.5,ml,,84,,0.58,us,us10004ai8,2016-03-18T01:13:08.040Z,"14km ESE of Pawnee, Oklahoma",earthquake,1.1,6.3,,,reviewed,tul,tul
2015,12,30,35.6648,-97.4018,7.184,3,ml,,63,,0.75,us,us10004afu,2016-03-18T01:13:08.040Z,"7km E of Edmond, Oklahoma",earthquake,2,7,,,reviewed,tul,tul
2015,12,30,35.9428,-97.2997,7.69,3.2,ml,,67,,0.56,us,us10004aeb,2016-03-18T01:13:08.040Z,"4km W of Langston, Oklahoma",earthquake,1.4,7.5,,,reviewed,tul,tul
2015,12,30,35.6656,-97.399,5.994,3.1,ml,,53,,0.74,us,us10004adl,2016-03-18T01:13:08.040Z,"7km ENE of Edmond, Oklahoma",earthquake,2.1,6.2,,,reviewed,tul,tul
2015,12,30,36.5904,-98.3799,5.458,3.3,ml,,80,,0.57,us,us10004ade,2016-03-18T01:13:08.040Z,"10km WNW of Helena, Oklahoma",earthquake,1.7,6.4,,,reviewed,tul,tul
2015,12,30,36.0744,-97.3508,6.075,2.6,ml,,75,,0.49,us,us10004ad9,2016-03-18T01:13:07.040Z,"16km NNW of Langston, Oklahoma",earthquake,1.1,7.5,,,reviewed,tul,tul
2015,12,30,36.729,-98.0094,6.625,3.7,ml,,71,,0.46,us,us10004acq,2016-03-18T01:13:07.040Z,"26km WSW of Medford, Oklahoma",earthquake,1.9,1.5,,,reviewed,tul,tul
2015,12,30,35.6758,-97.3964,5.998,2.6,ml,,66,,0.75,us,us10004aby,2016-03-18T01:13:07.040Z,"7km ENE of Edmond, Oklahoma",earthquake,1.2,4,,,reviewed,tul,tul
2015,12,29,35.6631,-97.3982,6.65,2.8,ml,,53,,0.61,us,us10004abr,2016-03-18T01:13:07.040Z,"7km E of Edmond, Oklahoma",earthquake,1.7,7.2,,,reviewed,tul,tul
2015,12,29,35.9401,-97.2937,5.078,2.6,ml,,66,,0.68,us,us10004abe,2016-03-18T01:13:07.040Z,"3km W of Langston, Oklahoma",earthquake,1.5,7.2,,,reviewed,tul,tul
2015,12,29,35.9424,-97.2991,6.66,3.3,ml,,66,,0.49,us,us10004aba,2016-03-18T01:13:07.040Z,"3km W of Langston, Oklahoma",earthquake,2.9,7.5,,,reviewed,tul,tul
2015,12,29,35.6702,-97.4075,6.254,3.3,ml,,52,,0.52,us,us10004ab5,2016-03-18T01:13:07.040Z,"6km ENE of Edmond, Oklahoma",earthquake,1.6,5.7,,,reviewed,tul,tul
2015,12,29,35.6632,-97.3956,6.336,2.7,ml,,53,,0.78,us,us10004aa7,2016-03-18T01:13:07.040Z,"7km E of Edmond, Oklahoma",earthquake,0.7,4.8,,,reviewed,tul,tul
2015,12,29,35.6632,-97.3978,6.286,3,ml,,53,,0.64,us,us10004a9y,2016-03-18T01:13:07.040Z,"7km E of Edmond, Oklahoma",earthquake,2.2,7.3,,,reviewed,tul,tul
2015,12,29,36.5036,-98.8963,15.73,3,mb_lg,,109,0.15,0.41,us,us10004a9x,2016-03-18T01:13:07.040Z,"28km ENE of Mooreland, Oklahoma",earthquake,1.8,3.2,0.132,15,reviewed,us,us
2015,12,29,35.6628,-97.3977,6.433,2.6,ml,,53,,0.66,us,us10004a9p,2016-03-18T01:13:06.040Z,"7km E of Edmond, Oklahoma",earthquake,1.2,2.5,,,reviewed,tul,tul
2015,12,29,35.6636,-97.4002,6.717,3.3,ml,,53,,0.67,us,us10004a9l,2016-03-18T01:13:06.040Z,"7km E of Edmond, Oklahoma",earthquake,1.2,5.3,,,reviewed,tul,tul
2015,12,29,35.9413,-97.3003,5.602,2.7,ml,,67,,0.87,us,us10004a9h,2016-03-18T01:13:06.040Z,"4km W of Langston, Oklahoma",earthquake,1.2,7.2,,,reviewed,tul,tul
2015,12,29,35.6664,-97.4052,6.531,3,ml,,53,,0.59,us,us10004a9c,2016-03-18T01:13:06.040Z,"6km ENE of Edmond, Oklahoma",earthquake,1.9,4.9,,,reviewed,tul,tul
2015,12,29,37.2635,-97.635,5.75,2.6,ml,,97,0.032,0.56,us,us10004a9a,2016-03-18T01:13:06.040Z,"14km S of Conway Springs, Kansas",earthquake,2.1,6.3,0.138,22,reviewed,ismp,ismp
2015,12,29,35.7432,-97.3559,6.521,2.7,ml,,56,,1.01,us,us10004a99,2016-03-18T01:13:06.040Z,"14km NE of Edmond, Oklahoma",earthquake,1.3,5.4,,,reviewed,tul,tul
2015,12,29,36.4455,-98.7997,4.985,3.1,ml,,114,,0.96,us,us10004a8j,2016-03-18T01:13:06.040Z,"34km NW of Fairview, Oklahoma",earthquake,3.2,7.7,,,reviewed,tul,tul
2015,12,29,35.6713,-97.413,5.967,3.3,ml,,52,,0.67,us,us10004bkg,2016-03-18T01:13:06.040Z,"6km ENE of Edmond, Oklahoma",earthquake,1.3,5,,,reviewed,tul,tul
2015,12,29,35.6694,-97.411,6.128,3.5,ml,,53,,0.73,us,us10004a86,2016-03-18T01:13:06.040Z,"6km ENE of Edmond, Oklahoma",earthquake,1.2,5.6,,,reviewed,tul,tul
2015,12,29,35.6703,-97.4081,5.636,2.6,ml,,66,,0.61,us,us20004utx,2016-03-18T01:13:06.040Z,"6km ENE of Edmond, Oklahoma",earthquake,1.3,4.6,,,reviewed,tul,tul
2015,12,29,35.6654,-97.4054,6.532,4.3,mwr,,53,,0.78,us,us10004a85,2016-11-02T04:51:52.798Z,"6km ENE of Edmond, Oklahoma",earthquake,3.6,5,0.033,88,reviewed,tul,us
2015,12,29,36.8343,-98.281,4.669,3,ml,,80,,0.43,us,us10004a6u,2016-03-18T01:13:05.040Z,"11km NE of Cherokee, Oklahoma",earthquake,2.5,7.3,,,reviewed,tul,tul
2015,12,28,36.526,-98.9979,8.407,2.7,ml,,186,,0.65,us,us10004a46,2016-03-18T01:13:05.040Z,"20km ENE of Mooreland, Oklahoma",earthquake,3.3,6.5,,,reviewed,tul,tul
2015,12,28,36.2902,-97.1243,4.167,3.2,ml,,47,,0.48,us,us10004a3x,2016-03-18T01:13:05.040Z,"14km E of Perry, Oklahoma",earthquake,1.6,7.5,,,reviewed,tul,tul
2015,12,28,36.2629,-97.3543,7.669,3.4,ml,,58,,0.29,us,us10004a3t,2016-03-18T01:13:05.040Z,"6km WSW of Perry, Oklahoma",earthquake,2.3,7.7,,,reviewed,tul,tul
2015,12,28,35.6655,-97.4069,6.624,2.7,ml,,42,,0.66,us,us10004a2t,2016-03-18T01:13:04.040Z,"6km ENE of Edmond, Oklahoma",earthquake,1.2,3.2,,,reviewed,tul,tul
2015,12,28,36.6504,-97.6692,6.33,2.6,ml,,79,,0.67,us,us10004a2s,2016-03-18T01:13:04.040Z,"18km SSE of Medford, Oklahoma",earthquake,1.6,5.9,,,reviewed,tul,tul
2015,12,28,36.458,-98.7686,7.239,3,ml,,114,,0.61,us,us10004bk5,2016-03-18T01:13:04.040Z,"33km NW of Fairview, Oklahoma",earthquake,2.5,5.1,,,reviewed,tul,tul
2015,12,28,35.6693,-97.4048,5,3.7,ml,,52,,0.77,us,us10004a10,2016-03-18T01:13:04.040Z,"6km ENE of Edmond, Oklahoma",earthquake,4.5,7,,,reviewed,tul,tul
2015,12,28,36.6917,-98.2458,5.809,2.6,ml,,83,,0.92,us,us10004a0l,2016-03-18T01:13:04.040Z,"12km SE of Cherokee, Oklahoma",earthquake,1.2,7.1,,,reviewed,tul,tul
2015,12,28,35.586,-97.3737,6.08,3.4,ml,,56,,0.46,us,us10004a0g,2016-03-18T01:13:04.040Z,"7km N of Spencer, Oklahoma",earthquake,3,5.5,,,reviewed,tul,tul
2015,12,27,36.4239,-97.3346,6.432,2.6,ml,,43,,0.33,us,us100049zt,2016-03-18T01:13:04.040Z,"15km NNW of Perry, Oklahoma",earthquake,1.3,1.7,,,reviewed,tul,tul
2015,12,27,36.834,-97.7922,5,3.5,ml,,50,,0.42,us,us100049xj,2016-03-18T01:13:03.040Z,"6km WNW of Medford, Oklahoma",earthquake,3,6.8,,,reviewed,tul,tul
2015,12,27,36.3686,-97.0627,3.425,2.6,ml,,56,,0.52,us,us100049th,2016-03-18T01:13:03.040Z,"22km ENE of Perry, Oklahoma",earthquake,1.2,7.6,,,reviewed,tul,tul
2015,12,27,35.94,-96.7939,4.575,2.8,ml,,46,,0.48,us,us100049sd,2016-03-18T01:13:02.040Z,"5km SSW of Cushing, Oklahoma",earthquake,1.5,4.9,,,reviewed,tul,tul
2015,12,26,35.5891,-97.3829,6.099,3.2,ml,,38,,0.44,us,us100049qs,2016-03-18T01:13:02.040Z,"7km N of Spencer, Oklahoma",earthquake,1.7,4.5,,,reviewed,tul,tul
2015,12,26,35.5894,-97.3805,6.07,3,ml,,38,,0.61,us,us100049qr,2016-03-18T01:13:02.040Z,"7km N of Spencer, Oklahoma",earthquake,3,6.1,,,reviewed,tul,tul
2015,12,26,35.3762,-101.2043,4.99,2.7,mb_lg,,66,1.907,0.66,us,us100049qd,2016-03-18T01:13:02.040Z,"16km ENE of Panhandle, Texas",earthquake,6.1,3.3,0.088,34,reviewed,us,us
2015,12,26,36.0603,-97.5525,5.868,3,ml,,68,,0.68,us,us100049l6,2016-03-18T01:13:01.040Z,"12km NNE of Crescent, Oklahoma",earthquake,0.9,7.4,,,reviewed,tul,tul
2015,12,26,36.754,-97.5724,4.151,2.5,ml,,63,,0.6,us,us100049k2,2016-03-18T01:13:01.040Z,"15km ESE of Medford, Oklahoma",earthquake,1.3,7.4,,,reviewed,tul,tul
2015,12,25,36.7287,-98.0118,6.212,3.6,mwr,,49,,1.42,us,us100049hz,2016-03-18T01:13:01.040Z,"26km WSW of Medford, Oklahoma",earthquake,1.9,5.7,0.057,30,reviewed,tul,us
2015,12,25,36.7313,-98.0116,5.127,3.1,ml,,95,,0.75,us,us100049gr,2016-03-18T01:13:00.040Z,"26km WSW of Medford, Oklahoma",earthquake,1.6,7.5,,,reviewed,tul,tul
2015,12,24,35.8223,-97.4228,2.803,3,ml,,68,,0.85,us,us100049dg,2016-03-18T01:12:59.040Z,"6km S of Guthrie, Oklahoma",earthquake,2.7,7,,,reviewed,tul,tul
2015,12,24,35.8186,-97.425,5.855,3.4,ml,,66,,0.76,us,us100049bh,2016-03-18T01:12:59.040Z,"6km S of Guthrie, Oklahoma",earthquake,1.3,5.4,,,reviewed,tul,tul
2015,12,24,35.8186,-97.4268,6.359,3.2,ml,,68,,0.59,us,us100049bg,2016-03-18T01:12:59.040Z,"6km S of Guthrie, Oklahoma",earthquake,1.4,7.2,,,reviewed,tul,tul
2015,12,24,36.2683,-97.3566,5.013,2.7,ml,,46,,0.57,us,us1000499n,2016-03-18T01:12:58.040Z,"6km WSW of Perry, Oklahoma",earthquake,1.3,5.7,,,reviewed,tul,tul
2015,12,24,36.4858,-98.5053,3.783,2.8,ml,,92,,0.66,us,us10004981,2016-03-18T01:12:58.040Z,"22km WSW of Helena, Oklahoma",earthquake,1.9,7.7,,,reviewed,tul,tul
2015,12,24,36.4861,-98.5029,3.854,3.3,ml,,92,,0.62,us,us1000497i,2016-03-18T01:12:58.040Z,"21km WSW of Helena, Oklahoma",earthquake,2.2,7.8,,,reviewed,tul,tul
2015,12,24,36.4147,-98.1317,5.217,2.7,ml,,70,,0.52,us,us1000497h,2016-03-18T01:12:58.040Z,"19km SE of Helena, Oklahoma",earthquake,1.7,7.5,,,reviewed,tul,tul
2015,12,24,36.7598,-98.0725,6.521,3.3,ml,,52,,0.54,us,us1000497g,2016-03-18T01:12:58.040Z,"25km E of Cherokee, Oklahoma",earthquake,3.2,6.7,,,reviewed,tul,tul
2015,12,24,36.7592,-98.0733,6.359,2.6,ml,,68,,0.65,us,us1000497a,2016-03-18T01:12:58.040Z,"25km E of Cherokee, Oklahoma",earthquake,2.3,6.8,,,reviewed,tul,tul
2015,12,24,36.0292,-97.0789,3.759,2.7,ml,,49,,0.31,us,us10004974,2016-03-18T01:12:58.040Z,"7km NNW of Perkins, Oklahoma",earthquake,1.7,7.6,,,reviewed,tul,tul
2015,12,24,36.7602,-98.0736,5.965,2.8,ml,,52,,0.64,us,us10004973,2016-03-18T01:12:58.040Z,"25km E of Cherokee, Oklahoma",earthquake,3.2,7.2,,,reviewed,tul,tul
2015,12,23,37.3289,-98.8223,7.67,2.5,mb_lg,,108,0.613,0.7,us,us10004969,2016-03-12T02:29:23.040Z,"22km WNW of Medicine Lodge, Kansas",earthquake,4.2,7.8,0.17,9,reviewed,us,us
2015,12,23,36.7123,-97.5674,6.33,3,ml,,63,,0.63,us,us10004901,2016-03-12T02:29:22.040Z,"18km SE of Medford, Oklahoma",earthquake,1.4,7.6,,,reviewed,tul,tul
2015,12,23,36.9488,-97.8446,3.315,3.3,ml,,36,,0.45,us,us100048yr,2016-03-12T02:29:22.040Z,"18km NNW of Medford, Oklahoma",earthquake,3.2,7.6,,,reviewed,tul,tul
2015,12,23,36.7598,-98.0684,5.535,2.7,ml,,69,,0.59,us,us100048yp,2016-03-12T02:29:22.040Z,"25km E of Cherokee, Oklahoma",earthquake,0.8,5.1,,,reviewed,tul,tul
2015,12,23,36.7599,-98.0722,6.433,3.3,ml,,48,,0.23,us,us100048y2,2016-03-12T02:29:22.040Z,"25km E of Cherokee, Oklahoma",earthquake,1.6,4.5,,,reviewed,tul,tul
2015,12,22,36.7577,-98.0696,6.443,3,ml,,51,,0.96,us,us100048w8,2016-03-12T02:29:22.040Z,"25km E of Cherokee, Oklahoma",earthquake,1.5,5.7,,,reviewed,tul,tul
2015,12,22,36.7622,-98.069,6.572,2.9,ml,,53,,1,us,us100048w6,2016-03-12T02:29:22.040Z,"25km E of Cherokee, Oklahoma",earthquake,1.7,6.6,,,reviewed,tul,tul
2015,12,22,35.7432,-97.3532,5.58,3.5,ml,,48,,0.57,us,us100048u7,2016-03-12T02:29:21.040Z,"15km NE of Edmond, Oklahoma",earthquake,1.9,7.2,,,reviewed,tul,tul
2015,12,22,36.9446,-97.8235,5.257,2.6,ml,,37,,0.44,us,us100048si,2016-03-12T02:29:21.040Z,"17km NNW of Medford, Oklahoma",earthquake,1.8,7.3,,,reviewed,tul,tul
2015,12,22,36.3084,-98.228,7.93,2.5,mb_lg,,36,0.278,0.7,us,us100048sd,2016-03-12T02:29:21.040Z,"22km NNE of Okeene, Oklahoma",earthquake,1.3,6.2,0.142,13,reviewed,us,us
2015,12,21,36.7605,-98.0566,7.164,2.9,ml,,69,,0.5,us,us100048ns,2016-03-12T02:29:21.040Z,"26km E of Cherokee, Oklahoma",earthquake,1.5,4,,,reviewed,tul,tul
2015,12,21,36.8436,-97.8758,5.703,2.5,ml,,66,,0.47,us,us10004rw7,2016-03-12T02:29:20.040Z,"13km WNW of Medford, Oklahoma",earthquake,1.7,2.8,,,reviewed,tul,tul
2015,12,21,36.6949,-97.9897,7.134,2.8,ml,,71,,0.5,us,us100048le,2016-03-12T02:29:20.040Z,"26km WSW of Medford, Oklahoma",earthquake,1.4,3.9,,,reviewed,tul,tul
2015,12,21,37.0103,-97.557,6.05,2.6,ml,,103,0.063,0.33,us,us100048l8,2016-03-12T02:29:20.040Z,"5km ESE of Caldwell, Kansas",earthquake,2.3,6.2,0.15,21,reviewed,ismp,ismp
2015,12,21,36.221,-97.3587,5.776,2.7,ml,,52,,0.49,us,us100048l1,2016-03-12T02:29:20.040Z,"9km SW of Perry, Oklahoma",earthquake,1.4,6.4,,,reviewed,tul,tul
2015,12,21,36.4661,-97.1798,7.016,2.8,ml,,55,,0.48,us,us100048j8,2016-03-12T02:29:20.040Z,"21km NNE of Perry, Oklahoma",earthquake,1.8,7.2,,,reviewed,tul,tul
2015,12,21,36.4886,-98.7423,7.166,2.6,ml,,118,,0.54,us,us100048iv,2016-03-12T02:29:20.040Z,"33km NW of Fairview, Oklahoma",earthquake,2,7.4,,,reviewed,tul,tul
2015,12,21,36.4718,-98.6933,11.45,2.5,mb_lg,,56,0.236,1.07,us,us100048is,2016-03-12T02:29:19.040Z,"29km NW of Fairview, Oklahoma",earthquake,1.8,4.1,0.255,4,reviewed,us,us
2015,12,21,36.4869,-98.7262,5,3,ml,,151,,0.52,us,us100048ir,2016-03-12T02:29:19.040Z,"32km NW of Fairview, Oklahoma",earthquake,2.1,2,,,reviewed,tul,tul
2015,12,21,36.1611,-96.981,5,2.5,mb_lg,,61,0.121,0.45,us,us100048ie,2016-03-12T02:29:19.040Z,"8km NE of Stillwater, Oklahoma",earthquake,1.1,2,0.255,4,reviewed,us,us
2015,12,20,36.5387,-97.1875,6.424,3,ml,,61,,0.52,us,us100048h6,2016-03-12T02:29:19.040Z,"18km SE of Tonkawa, Oklahoma",earthquake,1.8,7.5,,,reviewed,tul,tul
2015,12,20,36.5902,-97.8104,6.878,2.5,ml,,70,,0.49,us,us100048fl,2016-03-12T02:29:18.040Z,"22km NNE of Enid, Oklahoma",earthquake,1,5.8,,,reviewed,tul,tul
2015,12,19,36.1251,-97.0641,6.762,2.5,ml,,52,,0.63,us,us10004rwa,2016-03-12T02:29:18.040Z,"1km NNW of Stillwater, Oklahoma",earthquake,1.8,6.3,,,reviewed,tul,tul
2015,12,19,36.4961,-98.727,5.875,2.9,ml,,118,,0.54,us,us100048ds,2016-03-12T02:29:18.040Z,"33km NW of Fairview, Oklahoma",earthquake,2.1,7.4,,,reviewed,tul,tul
2015,12,19,36.4622,-98.7566,4.337,2.8,ml,,114,,0.17,us,us100048bn,2016-03-12T02:29:17.040Z,"32km NW of Fairview, Oklahoma",earthquake,1.9,4.2,,,reviewed,tul,tul
2015,12,19,36.4826,-98.7716,8.67,2.6,mb_lg,,131,0.212,0.55,us,us100048an,2016-03-12T02:29:17.040Z,"35km NW of Fairview, Oklahoma",earthquake,2.6,5.7,0.109,22,reviewed,us,us
2015,12,19,36.7012,-97.986,6.822,3.3,ml,,69,,0.6,us,us1000489g,2016-03-12T02:29:16.040Z,"25km WSW of Medford, Oklahoma",earthquake,3.2,7.5,,,reviewed,tul,tul
2015,12,18,36.8388,-98.2726,4.475,2.8,ml,,116,,0.25,us,us1000488c,2016-03-12T02:29:16.040Z,"11km NE of Cherokee, Oklahoma",earthquake,3.1,3,,,reviewed,tul,tul
2015,12,18,35.8944,-96.7415,4.904,3.2,ml,,62,,0.94,us,us1000486b,2016-03-12T02:29:16.040Z,"10km SSE of Cushing, Oklahoma",earthquake,0.9,4.4,,,reviewed,tul,tul
2015,12,18,36.1196,-97.636,5,3.3,ml,,98,,0.54,us,us10004832,2016-03-12T02:29:15.040Z,"18km NNW of Crescent, Oklahoma",earthquake,1.2,7.8,,,reviewed,tul,tul
2015,12,18,36.835,-97.52,5.085,2.7,ml,,73,,0.36,us,us1000482s,2016-03-12T02:29:15.040Z,"19km E of Medford, Oklahoma",earthquake,1.4,7.1,,,reviewed,tul,tul
2015,12,18,36.4971,-98.7304,6.519,3.6,ml,,119,,0.77,us,us1000482a,2016-03-12T02:29:15.040Z,"33km NW of Fairview, Oklahoma",earthquake,2.6,5.8,,,reviewed,tul,tul
2015,12,18,36.2926,-97.5186,6.634,3.4,ml,,53,,0.51,us,us10004820,2016-03-12T02:29:15.040Z,"20km W of Perry, Oklahoma",earthquake,0.8,7.8,,,reviewed,tul,tul
2015,12,18,35.9864,-96.8026,4.492,2.8,ml,,49,,0.41,us,us10004fxw,2016-03-12T02:29:15.040Z,"3km W of Cushing, Oklahoma",earthquake,1.2,6.6,,,reviewed,tul,tul
2015,12,18,35.9869,-96.799,5.563,3.7,ml,,50,,0.57,us,us1000481y,2016-03-12T02:29:15.040Z,"2km W of Cushing, Oklahoma",earthquake,1.8,0.7,,,reviewed,tul,tul
2015,12,17,36.4977,-98.723,5,2.9,ml,,118,,0.66,us,us100047z6,2016-03-12T02:29:14.040Z,"33km NW of Fairview, Oklahoma",earthquake,2.5,7.4,,,reviewed,tul,tul
2015,12,17,36.7486,-98.0128,6.989,2.8,ml,,96,,0.86,us,us100047xp,2016-03-12T02:29:14.040Z,"25km WSW of Medford, Oklahoma",earthquake,1.5,3.9,,,reviewed,tul,tul
2015,12,17,36.2121,-97.5533,5.952,3.4,ml,,47,,0.6,us,us100047xn,2016-03-12T02:29:14.040Z,"25km WSW of Perry, Oklahoma",earthquake,1.6,6,,,reviewed,tul,tul
2015,12,17,35.9916,-97.2294,5.588,3.1,ml,,62,,0.74,us,us100047uy,2016-03-12T02:29:14.040Z,"5km NNE of Langston, Oklahoma",earthquake,1.3,6,,,reviewed,tul,tul
2015,12,17,36.8365,-97.5399,4.682,2.5,ml,,157,,0.72,us,us100047tj,2016-03-12T02:29:14.040Z,"17km E of Medford, Oklahoma",earthquake,1.2,6.5,,,reviewed,tul,tul
2015,12,16,35.9995,-97.3006,5.743,2.7,ml,,70,,0.57,us,us100047ss,2016-03-05T01:42:09.040Z,"7km NW of Langston, Oklahoma",earthquake,1.4,7.6,,,reviewed,tul,tul
2015,12,16,36.5264,-98.9928,1.139,2.8,ml,,184,,0.21,us,us20004hjb,2016-03-05T01:42:09.040Z,"21km ENE of Mooreland, Oklahoma",earthquake,2.6,7.9,,,reviewed,tul,tul
2015,12,16,35.8176,-97.3955,5.48,2.5,ml,,47,,0.92,us,us20004hj9,2016-03-05T01:42:09.040Z,"7km SSE of Guthrie, Oklahoma",earthquake,1.4,4.8,,,reviewed,tul,tul
2015,12,16,36.8953,-97.7523,2.588,2.8,ml,,38,,0.41,us,us20004hiy,2016-03-05T01:42:09.040Z,"9km N of Medford, Oklahoma",earthquake,1.1,6.5,,,reviewed,tul,tul
2015,12,16,35.6173,-97.0863,5.801,3.4,ml,,51,,0.58,us,us20004hiq,2016-03-05T01:42:09.040Z,"11km ESE of Luther, Oklahoma",earthquake,1.3,6.2,,,reviewed,tul,tul
2015,12,16,35.6168,-97.0872,5.522,2.8,ml,,52,,0.45,us,us20004hip,2016-03-05T01:42:09.040Z,"11km ESE of Luther, Oklahoma",earthquake,0.8,4.1,,,reviewed,tul,tul
2015,12,15,36.2125,-97.5543,6.153,3.2,ml,,47,,0.58,us,us20004hg0,2016-03-05T01:42:08.040Z,"25km WSW of Perry, Oklahoma",earthquake,1.5,7.7,,,reviewed,tul,tul
2015,12,15,36.5302,-98.5909,4.64,3.2,ml,,93,,0.98,us,us20004hee,2016-03-05T01:42:08.040Z,"28km W of Helena, Oklahoma",earthquake,2.4,6.2,,,reviewed,tul,tul
2015,12,15,36.7654,-98.0543,6.29,3.3,ml,,76,,0.37,us,us20004hct,2016-03-05T01:42:08.040Z,"27km E of Cherokee, Oklahoma",earthquake,2.7,6.3,,,reviewed,tul,tul
2015,12,15,36.2129,-97.554,6.119,3.2,ml,,47,,0.59,us,us20004hai,2016-03-05T01:42:08.040Z,"25km WSW of Perry, Oklahoma",earthquake,0.8,7.6,,,reviewed,tul,tul
2015,12,15,36.7462,-98.127,6.32,3.1,ml,,69,,0.26,us,us20004h8c,2016-03-05T01:42:07.040Z,"20km E of Cherokee, Oklahoma",earthquake,3.5,6.9,,,reviewed,tul,tul
2015,12,14,36.5721,-97.3885,5.649,2.7,ml,,53,,0.51,us,us20004h6d,2016-03-05T01:42:07.040Z,"13km SSW of Tonkawa, Oklahoma",earthquake,1.3,7.4,,,reviewed,tul,tul
2015,12,14,36.6108,-97.9345,6.126,2.6,ml,,133,,0.54,us,us20004h4s,2016-03-05T01:42:07.040Z,"24km NNW of Enid, Oklahoma",earthquake,1.3,5.3,,,reviewed,tul,tul
2015,12,14,36.3,-97.5219,4.745,2.7,ml,,54,,0.37,us,us20004h4c,2016-03-05T01:42:07.040Z,"21km W of Perry, Oklahoma",earthquake,1.7,6.8,,,reviewed,tul,tul
2015,12,14,36.8985,-97.6546,5.483,2.5,ml,,60,,0.45,us,us10004qxx,2016-03-05T01:42:06.040Z,"12km NE of Medford, Oklahoma",earthquake,1.1,6.7,,,reviewed,tul,tul
2015,12,14,35.8928,-96.7408,4.565,2.5,ml,,84,,0.6,us,us20004h0q,2016-03-05T01:42:06.040Z,"10km SSE of Cushing, Oklahoma",earthquake,1.8,4.2,,,reviewed,tul,tul
2015,12,14,36.2836,-97.5096,6.583,3.2,ml,,50,,0.37,us,us20004h01,2016-03-05T01:42:06.040Z,"19km W of Perry, Oklahoma",earthquake,0.7,7.6,,,reviewed,tul,tul
2015,12,14,36.5475,-97.0661,4.013,2.7,ml,,80,,0.48,us,us20004gzm,2016-03-05T01:42:06.040Z,"14km S of McCord, Oklahoma",earthquake,1.7,7.6,,,reviewed,tul,tul
2015,12,13,36.2803,-97.5159,7.584,3,ml,,51,,0.4,us,us20004gxs,2016-03-05T01:42:05.040Z,"20km W of Perry, Oklahoma",earthquake,1,7.3,,,reviewed,tul,tul
2015,12,13,36.8675,-98.0032,5.778,3,ml,,101,,0.67,us,us20004gwd,2016-03-05T01:42:05.040Z,"24km WNW of Medford, Oklahoma",earthquake,1.6,4.2,,,reviewed,tul,tul
2015,12,13,36.3896,-96.7383,3.608,2.6,ml,,69,,0.42,us,us20004gul,2016-03-05T01:42:05.040Z,"8km NE of Pawnee, Oklahoma",earthquake,1.8,7.7,,,reviewed,tul,tul
2015,12,12,36.4466,-97.1198,6.667,3.4,ml,,60,,0.61,us,us20004grz,2016-03-05T01:42:04.040Z,"23km NE of Perry, Oklahoma",earthquake,1.3,5,,,reviewed,tul,tul
2015,12,12,36.28,-97.4563,8.016,3.1,ml,,42,,0.55,us,us20004gpy,2016-03-05T01:42:04.040Z,"15km W of Perry, Oklahoma",earthquake,1.4,3.8,,,reviewed,tul,tul
2015,12,12,36.2765,-97.6987,4.834,2.8,ml,,92,,0.45,us,us20004gni,2016-03-05T01:42:03.040Z,"17km E of Waukomis, Oklahoma",earthquake,1.7,7.7,,,reviewed,tul,tul
2015,12,12,36.2691,-97.5688,5.27,2.6,ml,,59,,0.6,us,us20004gnb,2016-03-05T01:42:03.040Z,"25km W of Perry, Oklahoma",earthquake,0.7,8,,,reviewed,tul,tul
2015,12,11,36.7621,-97.6111,5.56,2.8,ml,,57,,0.64,us,us20004gd1,2016-03-05T01:42:02.040Z,"12km ESE of Medford, Oklahoma",earthquake,1.3,7,,,reviewed,tul,tul
2015,12,11,35.992,-96.7962,4.765,2.6,ml,,53,,0.39,us,us20004gcj,2016-03-05T01:42:02.040Z,"2km WNW of Cushing, Oklahoma",earthquake,1.4,2.4,,,reviewed,tul,tul
